name,state,latitude,longitude
McDonald's,Michigan,42.571037,-82.85178
McDonald's,Michigan,42.6418,-83.1714
KFC,Florida,25.80097,-80.18921
McDonald's,Maine,44.53099,-68.40688
Pizza Hut,Alabama,34.803604,-86.97073
Burger King,Massachusetts,42.302078,-71.402857
Pizza Hut,South Carolina,33.519917,-81.8294
McDonald's,Pennsylvania,40.8416,-76.8271
Domino's Pizza,Indiana,39.46395,-86.60371
Burger King,Pennsylvania,40.628095766,-75.581813631
Arby's,Oregon,45.22944,-123.171326
Taco Bell,New York,44.04072,-75.840953
Culver's,Wisconsin,44.87949,-91.41884
McDonald's,California,34.85518,-117.08605
Arby's,New York,42.149852,-77.106502
McDonald's,Texas,29.9685,-95.6904
Kum & Go,Missouri,37.5903,-93.4008
Burger King,Ohio,39.97013,-82.0104
Arby's,Indiana,38.65964,-87.50887
Burger King,Iowa,41.627312,-93.567105
Burger King,Pennsylvania,40.14181,-75.389151
Steak 'n Shake,Kentucky,37.1449,-84.6325
KFC,Florida,26.8081,-80.0738
Taco Bell,California,34.558357,-118.082841
Burger King,Oregon,42.249219,-121.789862
Jack in the Box,California,33.8162,-117.2266
Rally's,Louisiana,30.469153,-90.08509
Rallys,Indiana,39.71663,-86.36168
Wendy's,Kentucky,37.06327,-85.06993
Quiznos,Pennsylvania,40.96861,-75.63328
Krystal,Georgia,33.504425,-82.08886
Burger King,New York,40.585423,-74.16819
McDonald's,Indiana,39.5786,-86.1596
McDonald's,Oregon,45.52859,-122.41256
Little Caesars Pizza,Nevada,36.14308,-115.22561
Baker's Drive Thru,California,34.027855,-117.59314
Subway,Texas,32.821872,-96.835889
Church's Chicken,Oklahoma,36.177328,-95.954256
Wendy's,Tennessee,35.07929,-89.88641
Domino's Pizza,New York,40.823376,-73.93795
Burger King,New York,43.106999,-78.983287
SONIC Drive In,California,33.62241,-117.68512
McDonald's,Kentucky,38.472726,-82.627795
Popeye's Chicken,Alabama,32.291666714,-90.229548108
McDonald's,New Jersey,40.13884209,-74.707509233
Burger King,Minnesota,44.670479486,-93.638478
Hardee's,North Carolina,35.787323,-80.889688
Taco Bell,Virginia,38.474049,-77.416809
McDonald's,Connecticut,41.39732,-73.08199
McDonald's,New York,40.79443,-73.972466
Taco Bell,California,34.864471,-118.177732
Wendys,Florida,26.917439,-82.015986
Bojangles' Famous Chicken 'n Biscuits,South Carolina,34.887973,-82.386185
Wendy's,Alabama,32.4185,-86.2327
Burger King,Ohio,40.009957,-80.745028
Sonic Drive-in,Texas,30.130498272,-95.554403902
McDonald's,Nevada,40.83855,-115.79033
Taco Bell,Georgia,33.922663,-84.480224
Burger King,Hawaii,21.293028,-157.822596
McDonald's,Michigan,42.29752,-83.28509
McDonalds,Connecticut,41.78578,-72.74817
Wendy's,Alabama,32.940046414,-85.97791159
KFC,Arkansas,34.77716,-92.20211
Bojangles' Famous Chicken 'n Biscuits,South Carolina,34.168644,-80.798079
Five Guys,New York,40.757015,-73.98944
McDonald's,DC,38.860083,-76.968889
Krystal,Tennessee,36.16927,-86.67697
Subway,Virginia,38.92813,-77.37566
McDonald's,Oklahoma,36.0767,-95.8146
Burger King,Washington,47.375,-122.2019
McDonald's,Indiana,39.6359,-86.118
Aw Restaurant,Iowa,41.600544,-93.569756
Wendy's,Florida,28.04826,-81.90955
Domino's Pizza,Nevada,36.1439,-115.13648
McDonald's,Alabama,32.27338,-90.19158
Carl's Jr.,California,33.852797,-116.551202
Domino's Pizza,Georgia,33.68817,-84.31103
Wendy's,Indiana,40.421505,-86.902948
Wendy's,Iowa,41.450683,-91.030183
Arby's,Kentucky,39.047447,-84.577327
Panera Bread,Minnesota,45.0174,-93.0216
Panda Express,Illinois,40.1459987,-88.258412182
Hardee's / Red Burrito,Alabama,34.66049,-86.48562
McDonald's,Iowa,42.51433,-92.44636
McDonald's,Texas,29.785055,-95.361243
Bojangles' Famous Chicken 'n Biscuits,South Carolina,32.89465,-79.92403
Subway Sandwiches,California,33.770506527,-117.851750798
Subway,Arkansas,36.356376,-94.116012866
Saladworks,Pennsylvania,40.07244,-75.03333
Krystal,Tennessee,35.183421,-84.872063
SONIC Drive In,Wyoming,41.3089,-105.56045
Del Taco,Arizona,33.279857,-111.797104
Whataburger,Texas,26.1948,-98.2826
Burger King,Wyoming,41.79125,-107.20923
McDonald's,Iowa,43.39891,-94.81043
Wendy's,Washington,47.983912,-122.20188
McDonald's,New Jersey,40.64084,-74.261126
Mcdonald's,North Carolina,36.427636224,-77.633986473
Taco John's,Indiana,37.96235,-87.51804
Whataburger,Texas,31.09056,-97.73433
Subway,Nebraska,40.65477,-95.85836
McDonald's,Iowa,42.5011,-94.16261
Wendy's,Indiana,40.102042,-85.711478
Subway,New York,40.79299,-73.97286
Chipotle Mexican Grill,Ohio,39.12812,-84.51946
Taco Bell,New York,42.09498,-76.00866
Subway,Hawaii,21.292393,-157.82361
Kum Go,Iowa,42.02267,-93.57964
Dairy Queen,New Jersey,40.073659,-74.078303
Waffle House,South Carolina,33.9818,-81.1034
McDonald's,California,37.98535,-121.33835
Hardee's,Wisconsin,43.79609,-91.21769
McDonald's,New York,40.856544,-73.880765
Burger King,Michigan,44.74646,-85.52878
Hardee's,South Dakota,44.6553,-103.8574
Whataburger,Texas,32.8095,-98.0926
Hardee's,West Virginia,39.4224,-80.1842
Chick-fil-A,Oklahoma,35.61029,-97.559715
McDonald's,Arizona,33.71089,-112.11471
Panda Express,Arizona,33.712894,-112.109082
McDonald's,Washington,46.97549,-123.86704
McDonald's,Kentucky,36.8251,-83.32005
Wendy's,Alabama,30.37832,-87.68231
Wendy's,Indiana,40.172369,-85.381619
Arby's,North Carolina,35.459631,-79.144912
McDonald's,California,34.03132,-117.915
Burger King,Washington,46.25717,-119.30672
Wendy's,Florida,26.61395,-81.66359
SUBWAY,New Mexico,32.78619,-108.23508
SONIC Drive In,Colorado,37.26882,-107.0515
KFC,DC,38.89757,-76.97058
Burger King,California,34.17644,-119.194606
Hardee's,Ohio,39.819564,-84.186866
Burger King,Florida,28.1476,-80.6719
Taco Bell,California,33.77035,-117.86794
Taco Bell,Louisiana,30.46878,-90.08482
Mcdonald's,Louisiana,30.269340058,-93.180184563
Taco Bell,Virginia,37.162967,-80.421102
Burger King,Nevada,40.850833,-115.745272
Taco Bell,Ohio,39.12692,-84.50306
Jack in the Box,California,35.6462,-120.6578
Taco Bell,California,33.78961,-118.16206
AJ's Hotdogs & Gyros,Illinois,41.30546,-88.15374
Taco John's,Iowa,41.6869,-93.76961
Domino's Pizza,Nevada,36.21634,-115.99475
Domino's Pizza,Vermont,44.41617,-72.01582
KFC,Oregon,42.3761,-122.9001
McDonald's,New York,42.9107,-77.7351
McDonald's,Louisiana,30.78939,-89.8641
Wienerschnitzel,California,33.668081,-117.883174
McDonald's,Missouri,38.7003,-90.4438
McDonald's,Ohio,40.696667,-82.511731
McDonald's,Wisconsin,45.63698,-89.41083
Burger King,New Jersey,40.2125209,-74.0146115
Domino's Pizza,South Dakota,44.3658,-98.2135
Bojangles' Famous Chicken 'n Biscuits,Georgia,34.416988,-84.113015
Hardee's,Alabama,31.105957,-87.47573
McDonald's,Pennsylvania,40.921585,-77.035668
Chick-fil-A,Virginia,38.47592,-77.42215
McDonald's,Kentucky,36.864683,-88.353444
Domino's Pizza,Vermont,44.25664,-72.57701
Quiznos,Texas,30.27129,-97.74256
Jack in the Box,California,33.940828541,-117.2268905
Wendy's,Florida,28.85536,-82.39173
Boston Market,Connecticut,41.683808,-72.710015
McDonald's,Delaware,38.63372,-75.19405
Mr Hero,Ohio,41.41074,-81.50282
Hardee's / Red Burrito,Florida,29.646247,-82.60576766
Popeyes Louisiana Kitchen,California,37.648926,-122.09113
Arby's,Oklahoma,35.21827,-97.47938
Burger King,Ohio,40.704117,-84.151401
McDonald's,Pennsylvania,41.1435,-75.9005
Burger King,South Carolina,34.737944,-82.035947
Arby's,Utah,40.86263,-111.89509
Taco Bell,Washington,46.256951,-119.306266
McDonald's,Oregon,42.248892,-121.790462
El Pollo Loco,California,34.38032,-118.56721
El Pollo Loco,California,33.93909,-117.23017
Wendy's,Missouri,37.591125,-93.40114
KFC,Ohio,39.7616,-84.0527
SONIC Drive In,Louisiana,32.44432,-91.49271
Burger King,Massachusetts,42.706546,-71.204659
McDonald's,Texas,27.9235,-97.1756
Taco Bell,Texas,29.736782312,-95.643531
McDonald's,Virginia,38.9505,-77.4106
McDonald's,Florida,28.601064,-81.320113
Culver's,Florida,27.92437,-82.33791
McDonald's,New Jersey,40.9154,-74.0507
McDonald's,Mississippi,34.2551,-88.7459
Taco Bell,Alabama,33.936711,-87.838755
Burger King,Washington,47.10238,-119.24819
Subway,Maryland,38.95163,-76.96852
McDonald's,Iowa,41.525657,-90.498836
Taco Bell,Kentucky,36.95947,-86.47009
SONIC Drive In,Arkansas,33.63159,-91.80194
McDonalds,Oregon,44.25315,-121.18278
McDonald's,California,34.02899,-117.59238
Arby's,Pennsylvania,41.01207,-76.41223
McDonald's,Alabama,31.53629,-87.8883
KFC,California,33.6545,-117.7012
McDonald's,Florida,28.0098,-82.7091
Taco Bell,Ohio,39.96838,-82.00946
Taco Bell,South Carolina,35.046630292,-80.990358374
Taco Bell,North Carolina,35.75344,-81.28499
Jimmy John's,Nevada,36.042645,-115.117035
KFC,Utah,40.7179,-111.9391
Wendy's,Ohio,40.692,-82.512
Del Taco,Nevada,36.2306,-115.2242
Cook Out,North Carolina,36.1851,-80.2745
Dairy Queen,Colorado,39.71163,-105.08137
Ll Hawaiian Barbecue,California,34.181656,-118.87598
Taco Bell,Maine,44.5325,-68.408
Papa Gino's,Massachusetts,42.09014,-71.42484
Sonic Drive-In,Illinois,40.675007,-89.532193
Taco Bell,Pennsylvania,41.172706,-79.100587
Burger King,Iowa,42.033264,-91.586355
Domino's Pizza,Wisconsin,44.51312,-87.96051
Mcdonald's,Virginia,36.829972966,-76.417606868
KFC,Louisiana,30.0011,-90.2413
Taco Bell,Pennsylvania,41.01153,-76.41263
Food 4 Less,California,33.919429666,-117.236088992
Del Taco,California,33.85179,-116.55036
Hardee's,Virginia,37.2832,-82.1177
McDonald's,Oklahoma,36.714239,-95.935119
Arby's,Washington,47.10272,-119.2487
McDonald's,Iowa,41.04905,-92.41165
Domino's Pizza,Iowa,41.68432,-91.60353
Burger King,Minnesota,45.015104,-93.019291
Taco Bell,Missouri,38.93825,-92.74351
Arby's,Pennsylvania,40.2608,-76.8819
Hardee's,Mississippi,34.25519,-88.74546
McDonald's,North Carolina,35.75332,-81.28572
McDonald's,Wisconsin,43.85742,-91.23993
Wendy's,Mississippi,34.25523,-88.74444
Wendy's,Iowa,41.54804,-90.498988
Twisters,New Mexico,35.24204,-106.68698
Raising Cane's Chicken Fingers,Kansas,38.93967,-95.26107
Dairy Queen,Kentucky,36.9601,-86.46885
Wendy's,Utah,40.76066,-111.89805
McDonald's,Wisconsin,45.12486,-92.53825
McDonald's,New Jersey,40.12403,-74.06849
Waffle House,Tennessee,35.84537,-86.44183
McDonald's,Texas,30.23573,-97.72405
Thunder Ridge Ampride,Iowa,42.54029,-92.47479
Domino's Pizza,Hawaii,21.29414,-157.82838
McDonald's,Ohio,41.8576,-80.8098
Arby's,Georgia,33.94628,-84.62269
Sonic Drive-In,New Mexico,35.15669,-103.72436
Domino's Pizza,New Mexico,33.42296,-104.52263
Jack in the Box,Nevada,40.83764,-115.79123
Raising Cane's Chicken Fingers,Iowa,41.26219,-95.88145
Arby's,Texas,33.577848,-101.869406
SONIC Drive In,South Carolina,34.1829,-79.8187
Wendy's,Wisconsin,43.062820736,-89.308374968
Taco Bell,Wyoming,41.79303,-107.21121
Arby's,Missouri,38.937162,-92.776891
Domino's Pizza,Georgia,33.85697,-84.00959
SONIC Drive In,Missouri,37.181053,-93.2483
Jack in the Box,Arizona,33.66972,-112.029704
SONIC Drive In,Florida,28.541103,-81.31115
Church's Chicken,Wisconsin,43.0896,-87.9082
Fazoli's,Ohio,39.6354,-84.2154
Mcdonald's,Alabama,30.6409,-88.2241
Chipotle Mexican Grill,Arizona,33.377196,-112.029793
McDonald's,Maryland,39.44694,-77.39514
Arby's,Nevada,40.83736,-115.79098
Arby's,Alabama,32.621742,-85.403747
McDonald's,Wisconsin,44.9615,-92.7222
Burger King,Wisconsin,44.958336,-92.722982
Checkers,Georgia,33.89404,-84.53855
Popeye's Chicken & Biscuits,Louisiana,31.1184,-93.2702
Taco John's,Nebraska,40.65335,-95.8592
Boston Market,Texas,29.596433,-95.6177
KFC,Indiana,41.412,-85.5717
Fresh City,Massachusetts,42.30977,-71.214806
Hardee's,Virginia,38.152613,-79.074134
Wendy's,North Carolina,35.28585,-77.58932
McDonald's,California,34.244,-117.2779
McDonald's,California,34.24359,-117.27798
Arby's,Louisiana,32.523649,-92.097806
Wendy's,New Jersey,40.127496,-74.067512
Whataburger,Texas,29.56296,-95.28659
Jack in the Box,Texas,32.896191,-96.898905
KFC,California,35.64,-120.6885
Wendy's,Louisiana,30.28935,-89.727316
Arby's,Delaware,38.652297,-75.59365
Taco Bell,Washington,46.241552,-119.122657
Jack in the Box,California,32.71158,-117.14219
McDonald's,Indiana,41.708991,-86.870692
Sonic Drive-In,New Mexico,35.52906,-108.70659
Hardee's,Montana,45.769789,-108.57651
Bojangles' Famous Chicken 'n Biscuits,North Carolina,36.066331,-79.429866
Little Caesars Pizza,Florida,25.87693,-80.33154
McDonald's,Wisconsin,43.03952,-89.39469
Popeyes Louisiana Kitchen,Indiana,39.82561,-86.12149
Little Caesars Pizza,Florida,28.47264,-81.41374
Church's Chicken,Missouri,39.0812,-94.5208
Five Guys,Virginia,38.852334,-77.042482
SONIC Drive In,Alabama,30.37983,-87.68241
Taco Bell,Washington,47.10333,-119.24962
KFC,Indiana,39.5073,-86.0697
Chick-Fil-A,Maryland,39.4522,-77.3901
Arby's,Wisconsin,44.9604,-92.7232
Arby's,Iowa,43.147806,-93.236725
McDonald's,Washington,45.6038,-122.50278
Krystal,Alabama,30.380781,-87.683894
Pete's Burgers,California,34.03396,-118.28399
Taco Bell,Alabama,32.637553,-85.413466
Arby's,South Dakota,44.062172,-103.231761
Burger King,Pennsylvania,39.958261,-76.682165
Papa John's Pizza,DC,38.921099,-77.031844
McDonald's,Massachusetts,42.2947,-73.27212
Taco Bell,Iowa,42.48954,-90.66459
Hardee's,Kentucky,36.9982,-85.9283
Hardee's,Minnesota,45.874917923,-93.288577592
A&W All American Food,Nevada,36.041057,-114.978693
Arby's,Pennsylvania,40.193278,-76.982469
Domino's Pizza,Florida,28.56577,-81.74188
KFC,Missouri,37.83639,-90.48559
Domino's Pizza,Vermont,43.6075,-72.9776
"MOOYAH Burgers, Fries & Shakes",Connecticut,41.696556,-72.75655
Gold Star Chili,Kentucky,39.086201,-84.478913
Taco John's,South Dakota,44.890139,-97.118105
Five Guys,Colorado,39.6002,-104.7089
McDonalds,Pennsylvania,40.2601,-75.086
Burger King,Alabama,30.40158,-88.97576
Taco Bell,Colorado,39.26944,-103.7101
Domino's Pizza,California,36.96093,-122.04805
McDonald's,South Carolina,33.520946,-80.88219
Brixton's,Utah,41.2229414,-111.9716451
Wendy's,Connecticut,41.686435,-72.707145
Arby's,Georgia,32.9914,-85.0291
Krystal,Florida,30.17976,-82.67117
Bojangles' Famous Chicken 'n Biscuits,South Carolina,34.968773,-80.99427
McDonald's,New Hampshire,43.8203,-71.2015
Shepard's Drive-In,Wisconsin,43.9638,-88.9412
SONIC Drive In,Florida,30.1506,-85.5907
Subway,Utah,41.22331,-111.9718
McDonald's,Connecticut,41.68711,-72.70807
Burger King,Ohio,40.296654,-81.848438
Krystal,Florida,29.9177,-81.4101
Raising Cane's Chicken Fingers,Arizona,33.30723,-111.7562
Burger King,Arizona,33.307363537,-111.75647457
Burger King,Pennsylvania,40.131209,-76.564718
Burger King,Arizona,33.233663,-111.685847
Del Taco,California,34.37911186,-118.548944592
Carl's Jr.,California,32.555605,-116.936986
McDonald's,Tennessee,35.131,-84.86406
Burger King,West Virginia,39.43632297,-80.182441717
Sonic Drive-In,Utah,41.77452,-111.83467
Gold Star Chili,Kentucky,39.022686,-84.709995
Taco Bueno,Texas,32.71021,-97.14568
Taco Bell,Arizona,32.68487,-114.64982
McDonald's,South Dakota,44.41954,-103.52879
Culver's,Wisconsin,43.42793,-88.2122
Jack In The Box,Arizona,35.10173,-114.5965
Kfc,Arizona,35.101091,-114.596582
Arby's,Minnesota,45.572166,-93.194886
SONIC Drive In,Kentucky,38.62169,-83.78519
Captain D's,Alabama,32.32638,-90.19321
Five Guys,Idaho,42.90543,-112.45261
Burger King,Missouri,38.506872,-90.631156
McDonald's,Florida,28.0363,-80.6647
McDonald's,Pennsylvania,40.225303,-80.210693
Taco Bell,Missouri,38.98683,-90.96775
KFC,New York,43.2117,-75.4622
KFC,South Carolina,34.0128,-81.017
Wendy's,Arizona,33.466112,-112.030642
McDonald's,Kentucky,37.02118,-85.93744
McDonald's,California,32.754846545,-117.139282999
Kenny's Drive-In,Pennsylvania,39.96882,-77.63491
Wendy's,Missouri,37.1479,-94.31018
McDonald's,New York,43.208938,-77.690354
Burger King,Michigan,42.13495,-83.268372
McDonald's,Florida,29.9174,-81.4088
KFC,North Carolina,36.041,-79.8014
KFC,South Carolina,34.0553,-80.9477
SONIC Drive In,Colorado,40.2013,-105.1032
Wendy's,Maryland,39.28447,-76.653852
Qdoba Mexican Grill,Kentucky,38.02811,-84.42153
Domino's Pizza,Mississippi,34.82593,-89.97155
Sonic Drive-In,New Mexico,32.78784,-108.25205
McDonald's,Indiana,40.384886,-86.846225
Carl's Jr.,Oklahoma,35.357044,-96.912125
Jack in the Box,Missouri,38.58134,-92.21398
Hardee's / Red Burrito,Ohio,40.461917439,-81.406887371
Church's Chicken,Texas,27.518555423,-99.449034072
McDonald's,Ohio,41.3677,-81.5102
McDonald's,New Mexico,32.31283,-106.75049
Hardee's,North Dakota,46.878937,-102.788936
Burger King,Florida,25.928937,-80.195872
Taco Time,Washington,47.88254,-122.237311
Taco John's,Iowa,43.42008,-95.12565
Burger King,Louisiana,30.416841253,-91.03785327
McDonalds,Washington,46.56738,-120.48529
Hardee's,Michigan,42.463028,-83.104049
Arby's,Oklahoma,35.878749,-97.396817
McDonald's,Washington,47.50209,-117.56554
Taco Bell,South Dakota,44.08169,-103.25802
Five Guys,Oregon,44.9567,-122.9841
Taco Bell,Wisconsin,44.9613,-92.7239
Jimmy John's,Illinois,41.805604,-88.041975
Jack in the Box,Texas,30.07353,-94.783967
Pollo Tropical,Florida,26.2601,-80.0996
McDonald's,Indiana,39.866156,-84.888583
KFC,Florida,25.44569,-80.47517
Domino's Pizza,Delaware,39.68751,-75.74386
Burger King,New Hampshire,42.71095,-71.44158
Pizza Hut,Alabama,32.407818,-85.095085
Five Guys,Maryland,39.639298372,-76.866412306
Burger King,Arizona,33.55324,-112.1087
Jack in the Box,Hawaii,21.34877,-157.87595
Domino's Pizza,Missouri,37.06605,-94.53206
Sonic Drive In,South Dakota,44.0629,-103.23203
Taco Bell,Missouri,37.084691,-94.543178
KFC,Wisconsin,44.488697809,-88.066047811
Everest,California,34.18564,-118.13152
Taco John's,South Dakota,44.398755,-103.508367
Taco Bell,Louisiana,30.43144,-91.05658
Wendy's,Iowa,42.50071,-94.16583
Arby's,Minnesota,47.490635,-94.89198
Subway,Kentucky,38.02222,-84.45358
McDonalds,New Mexico,32.43912,-104.25502
Baja Fresh,New Jersey,40.22743,-74.04423
Aprisa Mexican Cuisine,Oregon,45.50628,-122.65814
Wendy's,Rhode Island,41.664134,-71.541553
McDonald's,Illinois,41.750619,-88.037915
Burger King,Iowa,43.148534,-93.235558
Checkers,Georgia,33.760366,-84.386641
Burger King,Florida,26.6188,-80.0573
SUBWAY,Vermont,42.85586,-72.55979
Blimpie,Georgia,34.88028,-83.95501
Sonic Drive-In,New Mexico,32.43885,-104.2545
Subway,California,33.788307,-117.87732
Boston Market,Maryland,38.979829923,-76.543649756
Wendy's,Louisiana,29.979001,-92.109262
Bojangles' Famous Chicken 'n Biscuits,Virginia,36.66287,-76.93987
McDonald's,Wisconsin,43.7736,-87.7369
Boston Market,Maryland,38.98032,-76.54296
Jack in the Box,California,34.918481,-120.435907
In-N-Out Burger,California,33.84395,-117.536279
McDonald's,Texas,29.9048,-96.9104
Jack in the Box,California,35.638216,-120.692375
Del Taco,California,34.03193,-117.6678
Burger King,Georgia,33.82803,-84.3305
Krystal,Tennessee,35.0168,-85.2773
Arby's,Missouri,39.33137,-94.26934
McDonald's,Texas,31.43447,-97.73126
Subway (johnson) @ Jonesboro,Arkansas,35.847881951,-90.676727862
Blake's Lotaburger,New Mexico,35.61669,-105.22452
McDonald's,California,34.69712,-118.17263
McDonald's,Arkansas,35.03086,-90.78983
Arby's,Texas,34.435321,-100.230335
White Castle,Michigan,42.457415,-83.278266
Mcdonalds,Florida,26.1362,-80.1738
McDonald's,Utah,41.71097,-112.20044
Dairy Queen,Iowa,42.530949,-90.648894
McDonald's,Virginia,38.2958,-77.49797
Chick-fil-A,Maryland,38.40015,-75.57026
Taco Bell,Ohio,40.69597,-82.51341
Panda Express,California,33.657004,-117.918579
Redbox,Texas,29.358906167,-94.980803168
Carl's Jr.,California,38.935046,-121.092638
McDonald's,Pennsylvania,40.179148,-74.879345
McDonald's,New Mexico,35.52902,-108.70858
DQ Woodlands,Texas,30.141361569,-95.468686098
Taco John's,South Dakota,45.459157,-98.45564
McDonald's,New York,43.453915,-76.52607
Burger King,West Virginia,40.40026,-80.54983
Pizza Hut,Virginia,38.0769,-78.48001
Dairy Queen,South Dakota,43.5925,-96.5721
Carl's Jr.,California,35.619678,-117.669923
Burger King,California,34.062984,-118.272255
Hardee's,Wisconsin,45.138819,-90.333204
Domino's Pizza,Massachusetts,42.41117,-71.11035
Domino's Pizza,Delaware,39.30576,-75.60729
Arby's,West Virginia,39.43145,-80.18518
McDonald's,Illinois,41.881306,-87.630848
Jimmy John's,Ohio,39.51006,-84.74151
McDonald's,California,37.63138,-122.09647
SONIC Drive In,South Carolina,33.64494,-78.97341
Burger King,Ohio,41.406329584,-84.13135574
Burger King,Michigan,42.276,-83.777917
Domino's Pizza,Idaho,43.59107,-116.36687
McDonalds,Wisconsin,45.08054,-87.66095
Checker's,Michigan,42.21053,-83.18009
McDonald's,Ohio,39.28024,-84.56369
Wendy's,Minnesota,44.13948,-93.25327
Wendy's,Florida,27.961018,-82.742425
SUBWAY,Texas,29.948948,-95.4211
Taco Bell,Missouri,37.81914,-92.14248
Wendy's,New Mexico,32.7853,-108.2403
Arby's,Utah,40.68651,-111.82508
Pizza Hut,California,34.42097,-118.53254
Taco Bell,North Carolina,35.465104,-80.590293
Wendy's,Utah,41.71128,-112.20011
Burger King,Nebraska,40.94334,-98.37891
Arby's,Indiana,38.234342,-86.12792
Carl's Jr.,California,38.595821,-121.41111
Whataburger,Alabama,32.8009,-86.5746
Wendy's,Minnesota,45.27986,-93.00957
Domino's Pizza,Georgia,33.85748,-84.01875
Wendy's,California,37.46462,-121.16402
Burger King,Florida,25.74859,-80.33566
Burger King,Ohio,41.4383,-81.8725
Domino's Pizza,Idaho,43.58201,-116.21433
Domino's Pizza,California,33.6768,-117.855
Taco Bell,Missouri,37.369874,-89.644974
Arby's,Indiana,41.617648,-86.733486
Round Table Pizza,Hawaii,21.278965,-157.831137
Subway,New York,40.731068,-73.98315
KFC,Washington,47.8823,-122.2372
Carl's Jr.,Oregon,45.5282,-122.4303
Domino's Pizza,Georgia,34.1116,-84.55355
McDonald's,Texas,25.9484,-97.5041
KFC,Ohio,39.02534,-82.03719
Burger King,South Carolina,33.9312,-81.29073
Taco John's,Kansas,38.801135601,-97.609552323
Rally's,Florida,26.211678,-81.77241
Arby's,Florida,28.539043,-81.738181
Islands Restaurant,California,32.647948,-116.966382
Burger King,New Hampshire,43.035776,-70.778509
Jimmy John's,Colorado,38.44849,-105.21493
Arby's,Pennsylvania,40.307953,-76.85163
KFC,Texas,32.78457,-97.38285
Taco Bell,California,33.939239,-117.266347
Hardee's,South Dakota,44.1073,-103.2209
McDonald's,Iowa,42.45912,-90.67422
McDonald's,Illinois,42.40698,-88.02772
Subway,Maine,44.31434,-69.80071
Wendy's,Missouri,37.182439,-93.293694
Sconecutter,Utah,40.5876,-111.8984
Taco John's,Nebraska,40.4376,-99.38308
McDonald's,Oregon,45.99216,-123.92045
Chicago Union Station Food Court,Illinois,41.879091472,-87.639001607
Domino's Pizza,Massachusetts,42.2412,-70.9912
Wendy's,Washington,47.65969,-117.19715
Taco Bell,Georgia,34.01704,-85.25437
Arby's,Missouri,38.7955,-90.6225
McDonald's,Kentucky,38.85851,-84.61866
Burger King,New York,42.94987,-76.54722
McDonald's,Connecticut,41.321922,-72.87811
Mario's Natural Roman Pizza,Wisconsin,42.851803,-88.32611
McDonald's,Texas,32.785587,-97.381966
Burger King,Iowa,41.81554,-90.23806
KFC,New Mexico,34.814591643,-106.764566088
Burger King,Oregon,45.520061,-123.043411
Taco Bell,Texas,32.863738,-96.895962
McDonald's,Oklahoma,36.130096,-96.006326
Chick-fil-A,Kansas,38.80189,-97.6126
Bojangles' Famous Chicken 'n Biscuits,South Carolina,35.021685,-81.896314
Burger King,Washington,47.400917,-122.227866
Burger King,Washington,47.40042122,-122.227433066
Krystal,Tennessee,36.1636,-84.0852
Arby's,Kansas,39.00935,-94.84612
A&W All-American Food,Illinois,41.803365206,-88.325779071
Subway,Georgia,34.103152183,-84.52902317
Burger King,Illinois,42.173733,-88.335976
SONIC Drive In,Arkansas,34.97299,-92.01867
Arby's,Pennsylvania,41.166528,-79.097266
Long John Silvers,Missouri,37.237192,-93.260806
Whataburger,Texas,32.78469,-97.3805
Wendy's,Colorado,39.711526,-105.013636
KFC,Indiana,39.4044,-86.4367
McDonald's,New York,43.151452,-76.352508
Pizza Hut,Nevada,36.201835,-115.282173
Taco Bell,Washington,47.671343,-117.106283
Little Caesars Pizza,Texas,32.6913,-96.85496
Gold Star Chili,Ohio,39.094898,-84.387442
Chick-fil-A,Virginia,39.15941,-78.17008
McDonald's,Oklahoma,35.98613,-96.73758
McDonalds,New Mexico,32.8399,-106.0808
McDonald's,Tennessee,35.59921,-84.51044
Taco John's,South Dakota,44.006216,-97.118242
Wendy's,Indiana,40.219001,-85.385252
Burger King,Alabama,33.49605,-86.8777
McDonald's,Oklahoma,33.99745,-96.40337
Round Table Pizza,California,37.649201,-122.452847
Captain D's,Louisiana,32.54249,-93.70901
Taco Bell,New Mexico,36.739051,-108.17748
Subway,New Mexico,35.107358,-106.550904
Taco John's,Minnesota,43.654611,-93.338036
Taco Bell,Ohio,40.085692,-82.957763
Checkers,South Carolina,33.51384,-81.71487
McDonald's,South Dakota,44.08148,-103.25676
Pizza Hut,Mississippi,34.255949,-88.738971
Taco Bell,California,33.699464,-117.834603
McDonald's,North Dakota,48.16583,-103.625
Jimmy John's,Michigan,42.13836,-83.24969
Waffle House,Texas,32.7067,-97.1167
McDonald's,Missouri,39.33186,-94.26779
Steak 'n Shake,Missouri,38.780148,-90.508095
McDonald's,Missouri,37.36939,-89.64272
Waffle House,Colorado,39.3799,-104.8649
KFC,Pennsylvania,40.4041,-79.9145
Taco Bell,Indiana,37.93737,-86.75824
Taco Bell,Tennessee,35.2483611,-85.1796862
Arby's,New York,43.3192,-76.4136
McDonald's,Iowa,41.00497,-92.42564
Burger King,Georgia,33.9194,-84.3798
Taco Bell,New York,42.429756,-76.505091
McDonald's,Kentucky,37.73961,-83.0443
Carl's Jr.,Texas,29.8547,-97.95443
Arby's,Ohio,41.684828,-81.292501
SONIC Drive In,Tennessee,36.5098,-87.2763
McDonald's,Alabama,33.27893,-87.09912
Wendy's,Wisconsin,44.9608,-92.72776
